shot_id,start_tc,end_tc,start_frame,end_frame,duration_s,ahash_a,ahash_b,ahash_c,dedup_key
0,00:00:00.000,00:00:04.000,0,120,4.0,f0f0f0f0f0f0f0f0,f0f0f0f0f0f0f0f0,f0f0f0f0f0f0f0f0,f0f0f0f0f0f0f0f0
