shot_id,start_tc,end_tc,start_frame,end_frame,duration_s,ahash_a,ahash_b,ahash_c,dedup_key
0,00:00:00.000,00:00:05.000,0,150,5.0,f8f8f8f8f8016060,f8f8f8f8f8016060,f8f8f8f8f8016060,f8f8f8f8f8016060
